"SPU_hit","SPU_common_name","GO","SPU_description","GID"
"SPU_017750","Sp-Z159",NA,"zinc finger protein 159","HER_38300.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_13700.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_21217.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_27472.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_3121.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_31396.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_31552.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_34817.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_40128.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_41004.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_43275.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_45036.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_4634.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_47260.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_4933.t1"
"SPU_017846","Sp-Z313",NA,"zinc finger protein 313, retropepsin-like, Sp-Z313_1, Sp-Z313_4","HER_4946.t1"
"SPU_017847","Sp-Z313_1",NA,"zinc finger protein 313 (duplicate)","HER_1152.t1"
"SPU_017847","Sp-Z313_1","GO:0004190","zinc finger protein 313 (duplicate)","HER_12049.t1"
"SPU_017847","Sp-Z313_1","GO:0004190","zinc finger protein 313 (duplicate)","HER_23606.t1"
"SPU_017847","Sp-Z313_1",NA,"zinc finger protein 313 (duplicate)","HER_29184.t1"
"SPU_017847","Sp-Z313_1",NA,"zinc finger protein 313 (duplicate)","HER_29927.t1"
"SPU_017847","Sp-Z313_1",NA,"zinc finger protein 313 (duplicate)","HER_32949.t1"
"SPU_017848","Sp-Z313_2",NA,"zinc finger protein 313, retropepsin-like","HER_11796.t1"
"SPU_017848","Sp-Z313_2","GO:0003676","zinc finger protein 313, retropepsin-like","HER_14300.t1"
"SPU_017848","Sp-Z313_2",NA,"zinc finger protein 313, retropepsin-like","HER_23991.t1"
"SPU_017848","Sp-Z313_2",NA,"zinc finger protein 313, retropepsin-like","HER_26436.t1"
"SPU_017848","Sp-Z313_2",NA,"zinc finger protein 313, retropepsin-like","HER_29925.t1"
"SPU_017848","Sp-Z313_2",NA,"zinc finger protein 313, retropepsin-like","HER_40650.t1"
"SPU_017848","Sp-Z313_2",NA,"zinc finger protein 313, retropepsin-like","HER_4604.t1"
"SPU_017848","Sp-Z313_2",NA,"zinc finger protein 313, retropepsin-like","HER_4950.t1"
"SPU_017848","Sp-Z313_2",NA,"zinc finger protein 313, retropepsin-like","HER_50016.t1"
"SPU_017848","Sp-Z313_2",NA,"zinc finger protein 313, retropepsin-like","HER_5673.t1"
"SPU_017849","Sp-Z313L","GO:0003676","zinc finger protein 313-like, Sp-Z313_3","HER_12835.t1"
"SPU_017849","Sp-Z313L",NA,"zinc finger protein 313-like, Sp-Z313_3","HER_29667.t1"
"SPU_017849","Sp-Z313L","GO:0003676","zinc finger protein 313-like, Sp-Z313_3","HER_45034.t1"
"SPU_017849","Sp-Z313L",NA,"zinc finger protein 313-like, Sp-Z313_3","HER_4801.t1"
"SPU_017849","Sp-Z313L",NA,"zinc finger protein 313-like, Sp-Z313_3","HER_589.t1"
"SPU_017849","Sp-Z313L",NA,"zinc finger protein 313-like, Sp-Z313_3","HER_7012.t1"
"SPU_017849","Sp-Z313L",NA,"zinc finger protein 313-like, Sp-Z313_3","HER_m46918.t1"
"SPU_017850","Sp-Z313_4","GO:0004190","none","HER_10556.t1"
"SPU_017850","Sp-Z313_4",NA,"none","HER_17892.t1"
"SPU_017850","Sp-Z313_4",NA,"none","HER_25071.t1"
"SPU_017850","Sp-Z313_4","GO:0004190","none","HER_29185.t1"
"SPU_017850","Sp-Z313_4",NA,"none","HER_40130.t1"
"SPU_017850","Sp-Z313_4",NA,"none","HER_7059.t1"
"SPU_017850","Sp-Z313_4","GO:0004190","none","HER_7392.t1"
"SPU_017850","Sp-Z313_4",NA,"none","HER_8765.t1"
"SPU_018075","Sp-Z160",NA,"zinc finger protein 160","HER_42335.t1"
"SPU_018328","Sp-Znhit6","GO:0000463","zinc finger, HIT type 6","HER_47793.t1"
"SPU_018373","Sp-Z308","GO:0005694","zinc finger protein 308","HER_48459.t1"
"SPU_018668","Sp-Znfx1-11","GO:0004386","zinc finger, NFX1-type containing 1-11","HER_44663.t1"
"SPU_018668","Sp-Znfx1-11","GO:0004386","zinc finger, NFX1-type containing 1-11","HER_44666.t1"
"SPU_018668","Sp-Znfx1-11","GO:0004386","zinc finger, NFX1-type containing 1-11","HER_44667.t1"
"SPU_018673","Sp-Z17",NA,"zinc finger protein 17","HER_28515.t1"
"SPU_018850","Sp-Z63","GO:0000118","zinc finger protein 63, Trerf1-like, Zpf541-like, Znf541-like","HER_17619.t1"
"SPU_018850","Sp-Z63","GO:0000118","zinc finger protein 63, Trerf1-like, Zpf541-like, Znf541-like","HER_17619.t2"
"SPU_018850","Sp-Z63",NA,"zinc finger protein 63, Trerf1-like, Zpf541-like, Znf541-like","HER_17620.t1"
"SPU_018888","Sp-Z40","GO:0005634","zinc finger protein 40","HER_44998.t1"
"SPU_019099","Sp-Znrf3","GO:0006511","zinc and ring finger 3","HER_1082.t1"
"SPU_019099","Sp-Znrf3",NA,"zinc and ring finger 3","HER_8290.t1"
"SPU_019365","Sp-Z23",NA,"zinc finger protein 23","HER_43764.t1"
"SPU_019384","Sp-Hinfp ",NA,"histone H4 transcription factor, MBD2-interacting zinc finger protein, Sp-Z367","HER_33403.t1"
"SPU_019384","Sp-Hinfp ",NA,"histone H4 transcription factor, MBD2-interacting zinc finger protein, Sp-Z367","HER_44109.t1"
"SPU_019384","Sp-Hinfp ",NA,"histone H4 transcription factor, MBD2-interacting zinc finger protein, Sp-Z367","HER_46464.t1"
"SPU_019384","Sp-Hinfp ",NA,"histone H4 transcription factor, MBD2-interacting zinc finger protein, Sp-Z367","HER_46465.t1"
"SPU_019384","Sp-Hinfp ",NA,"histone H4 transcription factor, MBD2-interacting zinc finger protein, Sp-Z367","HER_46466.t1"
"SPU_019384","Sp-Hinfp ",NA,"histone H4 transcription factor, MBD2-interacting zinc finger protein, Sp-Z367","HER_46469.t1"
"SPU_019384","Sp-Hinfp ",NA,"histone H4 transcription factor, MBD2-interacting zinc finger protein, Sp-Z367","HER_46471.t1"
"SPU_019384","Sp-Hinfp ",NA,"histone H4 transcription factor, MBD2-interacting zinc finger protein, Sp-Z367","HER_8146.t1"
"SPU_019508","Sp-Z371",NA,"zinc finger protein 371","HER_33176.t1"
"SPU_019508","Sp-Z371","GO:0016571","zinc finger protein 371","HER_43615.t1"
"SPU_019508","Sp-Z371","GO:0016571","zinc finger protein 371","HER_43615.t1.1.5f2c6b3a"
"SPU_019651","Sp-Z391","GO:0005694","zinc finger protein 391","HER_41239.t1"
"SPU_019651","Sp-Z391","GO:0005694","zinc finger protein 391","HER_41239.t1.1.5f2c6b1d"
"SPU_019652","Sp-Z189","GO:0005694","zinc finger protein 189","HER_41238.t1"
"SPU_019666","Sp-Z25_2","GO:0005506","zinc finger protein 25 (partial duplicate)","HER_44246.t1"
"SPU_019824","Sp-Z425",NA,"zinc finger protein 425","HER_36589.t1"
"SPU_020132","Sp-Znfx1-12","GO:0004386","zinc finger, NFX1-type containing 1-12","HER_44444.t1"
"SPU_020132","Sp-Znfx1-12","GO:0004386","zinc finger, NFX1-type containing 1-12","HER_44674.t1"
"SPU_020478","Sp-Z478","GO:0005694","zinc finger protein 478, Sp-Z478_1","HER_43775.t1"
"SPU_020480","Sp-Z77","GO:0005694","zinc finger protein 77","HER_43777.t1"
"SPU_020610","Sp-Zfand5b","GO:0003677","zinc finger, AN1-type domain 5b","HER_39301.t1"
"SPU_020846","Sp-Z233",NA,"zinc finger protein 233","HER_27256.t1"
"SPU_020846","Sp-Z233",NA,"zinc finger protein 233","HER_27267.t1"
"SPU_020846","Sp-Z233",NA,"zinc finger protein 233","HER_27268.t1"
"SPU_020846","Sp-Z233",NA,"zinc finger protein 233","HER_7949.t1"
"SPU_021130","Sp-Znfx1_23","GO:0004386","zinc finger, NFX1-type containing 1-23","HER_44439.t1"
"SPU_021130","Sp-Znfx1_23","GO:0004386","zinc finger, NFX1-type containing 1-23","HER_44443.t1"
"SPU_021130","Sp-Znfx1_23","GO:0004386","zinc finger, NFX1-type containing 1-23","HER_44446.t1"
"SPU_021130","Sp-Znfx1_23","GO:0004386","zinc finger, NFX1-type containing 1-23","HER_44455.t1"
"SPU_021130","Sp-Znfx1_23","GO:0004386","zinc finger, NFX1-type containing 1-23","HER_44668.t1"
"SPU_021130","Sp-Znfx1_23","GO:0004386","zinc finger, NFX1-type containing 1-23","HER_44670.t1"
"SPU_021130","Sp-Znfx1_23","GO:0004386","zinc finger, NFX1-type containing 1-23","HER_44681.t1"
"SPU_021205","Sp-Prdm12L","GO:0005634","PR domain containing 12-like, Sp-Z357, zinc finger protein 357","HER_47737.t1"
"SPU_021382","Sp-Z202",NA,"zinc finger protein 202","HER_29333.t1"
"SPU_021383","Sp-Z56","GO:0005694","zinc finger protein 56","HER_29334.t1"
"SPU_021947","Sp-Z474",NA,"zinc finger protein 474, Sp-Z13, transcriptional repressor Krl (SpKrl)-like","HER_30502.t1"
"SPU_022024","Sp-Z410",NA,"zinc finger protein 410","HER_29731.t1"
"SPU_022024","Sp-Z410",NA,"zinc finger protein 410","HER_31367.t1"
"SPU_022487","Sp-Z106","GO:0005634","zinc finger protein 106","HER_41525.t1"
"SPU_022697","Sp-Z304","GO:0005694","zinc finger protein 304","HER_10353.t1"
"SPU_022800","Sp-Z236",NA,"zinc finger protein 236, Zfp277-like, ZNF277-like, CG9890-like","HER_39600.t1"
"SPU_022835","Sp-Znf598","GO:0016567","zinc finger protein 598","HER_16678.t1"
"SPU_022893","Sp-Z83",NA,"zinc finger protein 83","HER_39062.t1"
"SPU_023140","Sp-Prdm14_1","GO:0005634","PR domain containing 14-like (partial), Sp-Z111","HER_23234.t1"
"SPU_023746","Sp-Znfx1-14","GO:0004386","zinc finger, NFX1-type containing 1-14","HER_44675.t1"
"SPU_024143","Sp-Z331",NA,"zinc finger protein 331","HER_2708.t1"
"SPU_024745","zinc finger protein 52",NA,"none","HER_11374.t1"
"SPU_024745","zinc finger protein 52",NA,"none","HER_11377.t1"
"SPU_024745","zinc finger protein 52",NA,"none","HER_14756.t1"
"SPU_024745","zinc finger protein 52",NA,"none","HER_15416.t1"
"SPU_024745","zinc finger protein 52",NA,"none","HER_15416.t1.1.5f2d752b"
"SPU_025672","Sp-Zfpl1","GO:0005794","zinc-finger protein-like 1","HER_18139.t1"
"SPU_025691","Sp-Zfyve28","GO:0031901","zinc finger, FYVE domain containing 28","HER_8147.t1"
"SPU_026110","Sp-Z262",NA,"zinc finger protein 262","HER_18546.t1"
"SPU_026110","Sp-Z262",NA,"zinc finger protein 262","HER_22733.t1"
"SPU_026110","Sp-Z262",NA,"zinc finger protein 262","HER_30499.t1"
"SPU_026250","Sp-Zfc3h1","GO:0000178","zinc finger, C3H1-type containing 1","HER_26330.t1"
"SPU_026250","Sp-Zfc3h1","GO:0000178","zinc finger, C3H1-type containing 1","HER_26330.t2"
"SPU_027025","Sp-Znfx1-17",NA,"zinc finger, NFX1-type containing 1-17","HER_44450.t1"
"SPU_027025","Sp-Znfx1-17","GO:0004386","zinc finger, NFX1-type containing 1-17","HER_44451.t1"
"SPU_027147","Sp-Riz","GO:0005634","retinoblastoma protein-binding zinc finger protein-like, PRDM2-like, z37","HER_28690.t1"
"SPU_027147","Sp-Riz","GO:0005634","retinoblastoma protein-binding zinc finger protein-like, PRDM2-like, z37","HER_28697.t1"
"SPU_027271","Sp-Zfyve21L","GO:0046872","zinc finger, FYVE domain containing 21-like","HER_18825.t1"
"SPU_027271","Sp-Zfyve21L","GO:0046872","zinc finger, FYVE domain containing 21-like","HER_18825.t2"
"SPU_027271","Sp-Zfyve21L",NA,"zinc finger, FYVE domain containing 21-like","HER_37337.t1"
"SPU_027708","Sp-Z491","GO:0005694","zinc finger protein 491","HER_41203.t1"
"SPU_027709","Sp-Z125","GO:0005694","zinc finger protein 125","HER_41202.t1"
"SPU_027912","Sp-Z365",NA,"zinc finger protein 365","HER_2907.t1"
"SPU_027918","Sp-Z288","GO:0005694","zinc finger protein 288","HER_43769.t1"
"SPU_027919","Sp-Z344","GO:0005694","zinc finger protein 344","HER_43770.t1"
"SPU_028045","Sp-Z110","GO:0005634","zinc finger protein 110","HER_44226.t1"
